国家,学校分类,排名,成立年份,州省,title,学生人数,性质,城市,网址,rank,宗教信仰
美国,综合性大学,207*(1),1912,科罗拉多州,科罗拉多大学丹佛分校 ,"22,791",公立，男女合校,丹佛,www.ucdenver.edu*(4),219,无
德国,综合性大学，可授予博士学位,,1558年*(1),,耶拿大学 ,"21,195*(1)",公立，男女合校,耶拿,www.uni-jena.de,217,无
美国,"5,216",USNEWS：140*(3),公立，男女合校*(4),华盛顿州,华盛顿州立大学 ,,面对面的世界一流教学。,普尔曼,5%*(5),223,1890
美国,全国性大学,151*(2),1844*(1),纽约州,纽约州立大学阿尔巴尼分校 ,"17,178",公立，男女合校,阿尔巴尼,www.albany.edu,214,无
美国,1:21*(7),USNEWS：120*(6),1839,密苏里州,密苏里大学 ,,公立，男女合校*(3),哥伦比亚,中北部学院及学校协会（NCACS）*(7),216,无
,,,,,南开大学 ,,,,,212,
美国,3%*(4),USNEWS：75*(2),1845,德克萨斯州,贝勒大学 ,"16,787*(3)",私立，男女合校*(3),韦科,南部学院及学校协会（SACS）*(3),215,浸信会
德国,综合性大学，可授予博士学位,,1965年*(1),,杜塞尔多夫大学 ,"20,515(2012年)*(1)",公立，男女合校,杜塞尔多夫,www.uni-duesseldorf.de,210,无
美国,全国性大学,97*(3),1890,俄克拉荷马州,俄克拉荷马大学 ,"30,747",公立，男女合校,诺曼,www.ou.edu,211,无
加拿大,医博类大学,7,1818年,新斯科舍,戴尔豪斯大学 ,"18,354",公立，男女合校,哈利法克斯市、特鲁罗镇,www.dal.ca,209,无
澳大利亚,二星级大学,ERA：19*(1),1989年*(2),新南威尔士州*(2),西悉尼大学 ,"42,000*(3)",公立，男女合校*(2),悉尼*(2),,227,无
,,,,,同济大学 ,,,,,208,
,,,,,武汉大学 ,,,,,205,
新西兰,综合性大学,,1873年,,坎特伯雷大学（新西兰） ,"15,608",公立，男女合校,基督城,www.canterbury.ac.nz,204,无
美国,全国性大学,USNEWS：27*(3),1834,北卡罗来纳州,维克森林大学 ,"7,837",私立，男女合校*(4),温斯顿-塞纳姆,www.wfu.edu,213,
,,,,,九州大学 ,,,,,202,
,,,,,北京师范大学 ,,,,,206,
美国,全国性大学,223*(2),1868年*(1),密歇根州,韦恩州立大学 ,"27,222",公立，男女合校,底特律,www.wayne.edu,200,无
美国,1%*(4),103*(3),公立，男女合校,南卡罗来纳州,南卡罗来纳大学 ,1.45Km2，市区*(1),学习塑造人性而非兽性,哥伦比亚,南部学院及学校协会（SACS）,199,1801年*(1)
美国,全国性大学,133*(2),1865年*(1),肯塔基州,肯塔基大学 ,-,公立，男女合校,列克星敦,www.uky.edu,207,无
美国,"21,985",192,1969,印第安纳州,印第安纳普渡大学 ,"30,105",公立，男女合校,印第安纳波利斯,"8,120",197,无
澳大利亚,四星级大学,ERA：11*(1),1890年*(2),塔斯马尼亚,塔斯马尼亚大学 ,"26,783*(2)",公立，男女合校*(2),霍巴特*(2),联邦大学协会（ACU）*(2),203,无
,,,,,哈尔滨工业大学 ,,,,,196,
美国,全国性大学,56*(2),1881*(1),康涅狄格州,康涅狄格大学 ,"26,541",公立，男女合校,斯托尔斯,www.uconn.edu,201,无
美国,4%*(3),81*(2),公私立兼有，男女合校,特拉华州,特拉华大学 ,9.35Km2，郊区*(1),知识是心灵之光,纽华克,中部各州学院及学校协会（MSA）,198,1743*(1)
加拿大,医博类大学,10,1663年,魁北克省,拉瓦尔大学 ,"37,591",公立，男女合校,魁北克城,www.ulaval.ca,192,无
"
英国
","
综合性大学
","
28
","
1849年
","
英格兰
",伦敦大学皇家霍洛威学院 ,"
9,865
","
公立，男女合校
","
伦敦
","
www.rhul.ac.uk
",193,"
无
"
德国,综合性大学，可授予博士学位,,1770年*(1),,柏林工业大学 ,"30,684(2013年)*(4)",公立，男女合校,柏林,www.tu-berlin.de,194,无
"
英国
","
综合性大学
","
29
","
1849年
","
北爱尔兰
",贝尔法斯特女王大学 ,"
22,985
","
公立，男女合校
","
贝尔法斯特
","
www.qub.ac.uk
",189,"
无
"
德国,综合性大学，可授予博士学位,,1654年*(1),,杜伊斯堡-埃森大学 ,"38,986(2013年)*(5)",公立，男女合校,杜伊斯堡、埃森,www.uni-duisburg-essen.de,188,无
美国,全国性大学,140*(2),1956年*(1),佛罗里达州,南佛罗里达大学 ,"42,132",公立，男女合校,坦帕,www.usf.edu,187,无
英国,综合性大学,QS世界：30(202)；Times国内：35*(1),1892年*(2),英格兰,雷丁大学 ,"13,595（含全日制与非全日制）*(3)",公立，男女合校,雷丁,www.reading.ac.uk,195,无
加拿大,综合类大学,1,1965年,英属哥伦比亚省,西门菲莎大学 ,"35,604",公立，男女合校,本那比,www.sfu.ca,185,无
澳大利亚*(2),四星级大学,ERA：13*(1),1965年*(2),新南威尔士州,纽卡斯尔大学（澳洲） ,"35,998（其他学生人数：4,597）*(2)",公立，男女合校,纽卡斯尔*(2),www.newcastle.edu.au,190,无
,,,,,华中科技大学 ,,,,,184,
德国,综合性大学，可授予博士学位,,1967年*(1),,乌尔姆大学 ,"9,188(2013年)*(4)",公立，男女合校,乌尔姆,www.uni-ulm.de,186,无
加拿大,综合类大学,2,1963年,英属哥伦比亚省,维多利亚大学 ,"22,405",公立，男女合校,维多利亚,www.uvic.ca,181,无
澳大利亚,四星级大学,ERA：9*(2),1951年*(1),新南威尔士州,卧龙岗大学 ,"28,964（2012年统计数据）",公立，男女合校,卧龙岗（Wollongong）,www.uow.edu.au,191,无
美国,本科：8%*(4)研究生：23%*(5),124*(3),公立，男女合校,内布拉斯加州,内布拉斯加大学林肯分校 ,主校区2.48Km2，位于郊区*(1)总面积17.2 Km2,献身文学及一切艺术,林肯,中北部学院及学校协会（NCACS）,180,1869年*(1)
加拿大,医博类大学,8,1878年,安大略省,西安大略大学 ,"27,525",公立，男女合校,伦敦市,www.uwo.ca,179,无
美国,全国性大学,20*(2),1789*(1),哥伦比亚特区,乔治敦大学 ,"18,459",公立，男女合校,华盛顿,www.georgetown.edu,183,耶稣会（罗马天主教）
美国,1:18*(3),USNEWS：103*(2),1876,俄勒冈州,俄勒冈大学 ,,私立，男女合校*(3),尤金,西北学院及大学认证委员会（NWCCU）*(3),178,无
澳大利亚,1989年,ERA：12,A University For The Real World,昆士兰州,昆士兰科技大学 ,公立，男女合校,公立，男女合校,布里斯班,无,182,学以致用
澳大利亚,三星级大学,ERA：17*(2),1974年*(1),维多利亚州,迪肯大学 ,"49,373（其中远程教育学生人数为11,8771）*(3)",公立，男女合校,墨尔本（Melbourne）*(1) ,www.deakin.edu.au,176,无
QS世界：33(240)；Times国内：18,本科：94.5%；研究生：97.5% *(2),,公立，男女合校,英国,东安格利亚大学 ,市区,创造改变,英格兰,1994集团,177,1963 *(1)
美国,全国性大学,54*(2),1785*(1),佐治亚州,佐治亚大学 ,"36,130*(3)",公立，男女合校,"阿森斯（Athens,GA）",www.uga.edu,175,无
"
英国
","
综合性大学
","
49
","
1881年
","
苏格兰
",邓迪大学 ,"
16,500
","
公立，男女合校
","
邓迪
","
www.dundee.ac.uk
",171,"
无
"
澳大利亚,三星级大学,ERA：16*(2),1971年*(1),昆士兰州,格里菲斯大学 ,"43,000*(3)",公立，男女合校,布里斯班（Brisbane）,www.griffith.edu.au,174,无
澳大利亚,三星级大学,ERA：26*(3),1958年*(1),西澳大利亚州,科廷大学 ,"51,595（含无学位，全日制占比68%）*(4)",公立，男女合校,珀斯,www.curtin.edu.au,173,无
德国,综合性大学，可授予博士学位,,1665年*(1),,基尔大学（德国） ,"24,108 *(1)",公立，男女合校,基尔,www.uni-kiel.de,168,无
美国,全国性大学,94*(5),1886年*(1),纽约州,叶史瓦大学 ,"6,203",私立，男女合校,纽约市,www.yu.edu,169,犹太教
美国,全国性大学,34*(2),1948*(1),马萨诸塞州,布兰迪斯大学 ,"5,752",私立，男女合校,沃尔瑟姆,www.brandeis.edu,166,无
澳大利亚,四星级大学,ERA：13*(1),1893*(2),新南威尔士州*(2),悉尼科技大学 ,"37,673*(2)",公立，男女合校,悉尼,www.uts.edu.au,172,无
美国,全国性大学,USNEWS：56*(3),1821,哥伦比亚特区,乔治华盛顿大学 ,"26,212*(4)",私立，男女合校*(4),华盛顿,www.gwu.edu,170,
美国,全国性大学,69*(3),1872*(1),弗吉尼亚州,弗吉尼亚理工学院 ,"30,598",公立，男女合校,黑堡,www.vt.edu,165,无
美国,全国性大学,124*(2),1870年*(1),科罗拉多州,科罗拉多州立大学 ,"31,943",公立，男女合校,柯林斯堡,www.colostate.edu,163,无
澳大利亚,二星级大学（版本不同，有的版本将其归为三星级大学）,ERA：18*(3),1970年*(1),昆士兰州,詹姆斯库克大学 ,"20,000*(2)",公立，男女合校,布里斯班（Brisbane）*(1),www.jcu.edu.au,167,无
,,,,,名古屋大学 ,,,,,160,
英国,综合性大学,4,1413年,苏格兰,圣安德鲁斯大学 ,"9,850",公立，男女合校,圣安德鲁斯,www.st-andrews.ac.uk,159,无
美国,本科：6%研究生：17.0%*(3),115*(2),公立，男女合校,堪萨斯州,堪萨斯大学 ,4.5Km2，市区*(1),我将察此异象，这灌木何以浴火而不燃——语出《圣经·出埃及记第三章》,劳伦斯,中北部学院及学校协会（NCACS）,162,1865年*(1)
德国,12%(2012年)*(2),,1388年*(2),,科隆大学 ,"45,606(2012年)*(2)",公立，男女合校,科隆,精英大学,157,无
英国,综合性大学,40,1495年,苏格兰,阿伯丁大学 ,"15,515",公立，男女合校,阿伯丁,www.abdn.ac.uk,156,无
美国,"4,964",USNEWS：145*(3),公立，男女合校*(4),俄勒冈州,俄勒冈州立大学 ,,让自由之光照耀世界,科瓦利斯,6%*(5),155,
英国,综合性大学,QS世界：25(160)；Times国内：12,1964年*(1),英格兰,兰卡斯特大学 ,"13,080（含全日制与非全日制）*(2)",公立，男女合校,兰卡斯特,www.lancs.ac.uk,164,无
,,,,,中山大学 ,,,,,153,
美国,全国性大学,97*(3),1846*(1),纽约州,纽约州立大学水牛城分校 ,"29,944",公立，男女合校,水牛城,www.buffalo.edu,161,无
英国,综合性大学,QS世界：13(71)；Times国内：3,1895年*(1),英格兰,伦敦政治经济学院 ,"10,145（含全日制与非全日制）*(2)",公立，男女合校,伦敦,www.lse.ac.u,158,无
美国,全国性大学,192*(6),1889年*(1),新墨西哥州,新墨西哥大学 ,"27,353",公立，男女合校,阿布奎基,www.unm.edu,154,无
加拿大,综合类大学,综合类第3,1957年,安大略省,滑铁卢大学 ,"31,362",公立，男女合校,滑铁卢,www.uwaterloo.ca,149,无
美国,全国性大学,145*(4),1969年,德克萨斯州,德克萨斯大学达拉斯分校 ,"24,554",公立，男女合校,达拉斯,UTDallas.edu,152,无
美国,全国性大学,11*(2),1769*(1),新罕布什尔州,达特茅斯学院 ,"6,350",私立，男女合校,汉诺威,www.dartmouth.edu,148,无
"
英国
","
综合性大学
","
11
","
1963年
","
英格兰
",约克大学（英国） ,"
17,405
","
公立，男女合校
","
约克
","
www.york.ac.uk
",146,"
无
"
新西兰,综合性大学,,1883年,,奥塔戈大学 ,"21,728",公立，男女合校,奥塔戈、达尼丁,www.otago.ac.nz,145,无
德国,综合性大学，可授予博士学位,,1742年*(1),,埃尔朗根-纽伦堡大学 ,"37,891(2014年)*(5)",公立，男女合校,埃尔朗根、纽伦堡,www.fau.de,144,无
德国,综合性大学，可授予博士学位,,1402年*(1),,维尔茨堡大学 ,"28,395*(1)",公立，男女合校,维尔茨堡,www.uni-wuppertal.de,143,无
英国,综合性大学,32,1961年,英格兰,萨塞克斯大学 ,"13,130",公立，男女合校,法尔默,www.sussex.ac.uk,142,无
加拿大,医博类大学,8,1848年,安大略,渥太华大学 ,"42,027",公立，男女合校,渥太华,www.uottawa.ca,141,无
美国,全国性大学,81*(2),1887年*(1),北卡罗来纳州,北卡罗来纳州立大学 ,"33,989",公立，男女合校,罗利,www.ncsu.edu,147,无
英国,综合性大学,QS世界：31(211)；Times国内：14,1921年*(1),英格兰,莱斯特大学 ,"16,750（含全日制与非全日制）*(2)",公立，男女合校,莱斯特,,150,无
德国,综合性大学，可授予博士学位,,1946年*(1),,美因茨大学 ,"36,028*(4)",公立，男女合校,美因茨,www.uni-mainz.de,139,无
"
美国
",,,,"
马里兰州
",巴尔的摩 ,,,,,137,
澳大利亚,四星级大学,ERA：8*(1),1964*(2),新南威尔士州,麦考瑞大学 ,"38,747",公立，男女合校,悉尼,www.mq.edu.au,151,无
美国,全国性大学,40*(2),1898*(1),马萨诸塞州,东北大学 ,"24,944",私立，男女合校,波士顿,www.northeastern.edu,140,无
美国,"5,680*(4)",USNEWS：115*(3),公立，男女合校*(4),爱荷华州,爱荷华州立大学 ,,科学与实践相结合,埃姆斯市,全国性大学,138,
德国,综合性大学，可授予博士学位,,1780年*(1),,明斯特大学 ,"42,592(2014年)*(4)",公立，男女合校,明斯特,www.uni-muenster.de,133,无
,,,,,大阪大学 ,,,,,132,
美国,全国性大学,145*(3),1982年*(1),伊利诺伊州,伊利诺伊大学芝加哥分校 ,"29,048",公立，男女合校,芝加哥,www.uic.edu*(5),134,无
,,,,,南京大学 ,,,,,131,
英国,综合性大学,18,1963年,英格兰,纽卡斯尔大学（英国） ,"21,055",公立，男女合校,诺威治,www.ncl.ac.uk,129,无
美国,本科：4%*(4),133*(3),公立，男女合校,俄亥俄州,辛辛那提大学 ,1.91Km2，市区*(1),团结起来，追求最好,辛辛那提,中北部学院及学校协会（NCACS）,135,1819年*(1)
加拿大,医博类大学,9,1966年,阿尔伯塔省,卡尔加里大学 ,"31,327",公立，男女合校,卡尔加里,www.ucalgary.ca,128,无
德国,综合性大学，可授予博士学位,,1828年*(4),,德累斯顿工业大学 ,"37,134(2013年)*(4)",公立，男女合校,德累斯顿,tu-dresden.de,127,无
美国,全国性大学,103*(3),1794*(1),田纳西州,田纳西大学 ,"27,845",公立，男女合校,诺克斯维尔,www.utk.edu*(5),136,无
德国,综合性大学，可授予博士学位,,1914年/1991年*(1),,法兰克福大学 ,"41,000(2012年)*(4)",公立，男女合校,法兰克福（美因河畔）,www.uni-frankfurt.de,125,无
美国,全国性大学,81*(3),1851*(1),佛罗里达州,佛罗里达州立大学 ,"40,920",公立，男女合校,塔拉哈希,www.fsu.edu *(4),130,无
美国,全国性大学,18*(3),1842*(1),印第安纳州,圣母大学 ,"12,292",私立，男女合校,诺特丹,www.nd.edu,126,天主
德国,14%(2013年)*(5),,1870*(1),,亚琛工业大学 ,"40,025(2013年)*(5)",公立，男女合校,亚琛,精英大学欧洲技术大学联盟（IDEA League）欧洲工程教育联盟（SEFI）,121,无
德国,综合性大学，可授予博士学位,,1825/1865/2009年*(1),,卡尔斯鲁厄理工学院 ,"22,146(2013年) *(4)",公立，男女合校,卡尔斯鲁厄,www.kit.edu,120,无
美国,1:9*(3),USNEWS：29*(2),1852,马萨诸塞州,塔夫斯大学 ,,私立，男女合校*(3),梅德福德、萨默维尔,新英格兰小型学院体育联盟（NESCAC）,124,
英国,综合性大学,QS：11(61)；Times：5,1832*(1),英格兰,杜伦大学 ,"17,190（含全日制与非全日制学生）",公立，男女合校,杜伦,www.dur.ac.uk,123,无
,,,,,浙江大学 ,,,,,117,
"
英国
","
综合性大学
","
33
","
1883年
","
威尔士
",卡迪夫大学 ,"
27,745
","
公立，男女合校
","
卡迪夫
","
www.cardiff.ac.uk
",116,"
无
"
美国,全国性大学,159*(5),1969年*(1),阿拉巴马州,阿拉巴马大学伯明翰分校 ,"18,698",公立，男女合校,伯明翰,www.uab.edu,118,无
,,,,,上海交通大学 ,,,,,114,
德国,综合性大学，可授予博士学位,,1477年*(2),,蒂宾根大学 ,"27,132(2012年)*(2)",公立，男女合校,蒂宾根,www.uni-tuebingen.de,113,无
美国,全国性大学,46*(2),1925年*(1),佛罗里达州,迈阿密大学 ,"16,774",私立，男女合校,科勒尔盖布尔斯,www.miami.edu,122,无
